TEAM,MATCH UP,GAME DATE,W/L,MIN,PTS,FGM,FGA,FG%,3PM,3PA,3P%,FTM,FTA,FT%,OREB,DREB,REB,AST,STL,BLK,TOV,PF,+/-
LAL,LAL vs. NYK,03/25/2014,W,240,127,48,83,57.8,18,28,64.3,13,15,86.7,8,30,38,32,10,2,17,23,31
LAL,LAL vs. ORL,03/23/2014,W,240,103,37,80,46.3,6,16,37.5,23,29,79.3,7,27,34,20,9,4,14,16,9
LAL,LAL vs. WAS,03/21/2014,L,240,107,43,91,47.3,7,19,36.8,14,23,60.9,11,33,44,32,12,5,21,22,-10
LAL,LAL vs. SAS,03/19/2014,L,240,109,39,91,42.9,9,26,34.6,22,29,75.9,12,34,46,19,10,6,12,19,-16
LAL,LAL @ SAS,03/14/2014,L,240,85,31,91,34.1,4,21,19,19,25,76,8,29,37,23,9,7,10,15,-34
LAL,LAL @ OKC,03/13/2014,L,240,102,37,94,39.4,13,27,48.1,15,25,60,12,25,37,23,7,5,14,19,-29
LAL,LAL vs. OKC,03/09/2014,W,240,114,38,81,46.9,13,31,41.9,25,30,83.3,1,35,36,31,7,6,15,16,4
LAL,LAL @ DEN,03/07/2014,L,240,126,45,97,46.4,12,27,44.4,24,30,80,12,35,47,30,8,6,14,21,-8
LAL,LAL vs. LAC,03/06/2014,L,240,94,34,86,39.5,8,30,26.7,18,26,69.2,4,29,33,26,9,2,22,16,-48
LAL,LAL vs. NOP,03/04/2014,L,240,125,46,85,54.1,10,22,45.5,23,31,74.2,11,19,30,29,9,5,14,26,-7
LAL,LAL @ POR,03/03/2014,W,240,107,43,94,45.7,8,18,44.4,13,15,86.7,12,32,44,29,12,5,17,19,1
LAL,LAL vs. SAC,02/28/2014,W,240,126,48,80,60,19,27,70.4,11,16,68.8,2,29,31,35,5,11,17,25,4
LAL,LAL @ MEM,02/26/2014,L,240,103,38,77,49.4,15,28,53.6,12,18,66.7,5,29,34,24,5,10,15,15,-5
LAL,LAL @ IND,02/25/2014,L,240,98,39,90,43.3,8,23,34.8,12,20,60,10,32,42,22,11,12,17,23,-20
LAL,LAL vs. BKN,02/23/2014,L,240,102,39,76,51.3,7,17,41.2,17,26,65.4,10,27,37,17,11,5,17,24,-6
LAL,LAL vs. BOS,02/21/2014,W,240,101,40,83,48.2,7,22,31.8,14,19,73.7,9,37,46,23,7,7,18,19,9
LAL,LAL vs. HOU,02/19/2014,L,240,108,41,84,48.8,14,27,51.9,12,15,80,3,29,32,29,10,5,20,19,-26
LAL,LAL vs. OKC,02/13/2014,L,240,103,40,83,48.2,10,28,35.7,13,22,59.1,7,35,42,29,6,4,23,18,-4
LAL,LAL vs. UTA,02/11/2014,L,240,79,33,85,38.8,4,16,25,9,13,69.2,10,30,40,21,6,7,11,15,-17
LAL,LAL vs. CHI,02/09/2014,L,240,86,36,82,43.9,6,19,31.6,8,11,72.7,7,36,43,26,7,5,18,15,-6
LAL,LAL @ PHI,02/07/2014,W,240,112,45,89,50.6,8,18,44.4,14,20,70,7,33,40,34,14,9,14,15,14
LAL,LAL @ CLE,02/05/2014,W,240,119,42,79,53.2,18,37,48.6,17,22,77.3,6,34,40,35,7,3,15,25,11
LAL,LAL @ MIN,02/04/2014,L,240,99,33,79,41.8,10,21,47.6,23,26,88.5,7,31,38,25,8,4,16,25,-10
LAL,LAL vs. CHA,01/31/2014,L,240,100,36,93,38.7,6,26,23.1,22,27,81.5,9,32,41,23,5,3,8,23,-10
LAL,LAL vs. IND,01/28/2014,L,240,92,37,94,39.4,5,24,20.8,13,16,81.3,7,43,50,24,3,4,9,18,-12
LAL,LAL @ NYK,01/26/2014,L,240,103,39,75,52,11,23,47.8,14,18,77.8,5,30,35,16,6,3,12,20,-7
LAL,LAL @ ORL,01/24/2014,L,240,105,41,90,45.6,12,22,54.5,11,17,64.7,7,33,40,28,6,5,11,20,-9
LAL,LAL @ MIA,01/23/2014,L,240,102,40,88,45.5,9,25,36,13,21,61.9,13,22,35,21,12,1,12,17,-7
LAL,LAL @ CHI,01/20/2014,L,265,100,35,83,42.2,8,25,32,22,26,84.6,9,38,47,22,11,9,22,20,-2
LAL,LAL @ TOR,01/19/2014,W,240,112,37,80,46.3,12,22,54.5,26,28,92.9,6,25,31,20,6,2,10,13,6
LAL,LAL @ BOS,01/17/2014,W,240,107,37,74,50,12,20,60,21,28,75,8,38,46,27,3,4,20,13,3
LAL,LAL @ PHX,01/15/2014,L,240,114,43,91,47.3,6,20,30,22,24,91.7,8,35,43,26,5,7,17,22,-7
LAL,LAL vs. CLE,01/14/2014,L,240,118,44,84,52.4,13,34,38.2,17,23,73.9,6,29,35,35,4,6,12,21,-2
LAL,LAL @ LAC,01/10/2014,L,240,87,29,84,34.5,4,16,25,25,28,89.3,11,36,47,18,2,1,21,26,-36
LAL,LAL @ HOU,01/08/2014,L,240,99,36,88,40.9,7,24,29.2,20,25,80,14,33,47,20,7,7,18,32,-14
LAL,LAL @ DAL,01/07/2014,L,240,97,34,81,42,11,31,35.5,18,26,69.2,11,35,46,21,6,3,20,16,-13
LAL,LAL vs. DEN,01/05/2014,L,240,115,42,89,47.2,3,21,14.3,28,36,77.8,9,29,38,26,8,5,15,18,-22
LAL,LAL vs. UTA,01/03/2014,W,240,110,42,81,51.9,10,24,41.7,16,21,76.2,10,36,46,33,4,6,11,25,11
LAL,LAL vs. MIL,12/31/2013,L,240,79,29,81,35.8,7,24,29.2,14,18,77.8,9,30,39,18,2,10,13,20,-15
LAL,LAL vs. PHI,12/29/2013,L,240,104,31,84,36.9,12,37,32.4,30,34,88.2,18,37,55,20,4,8,22,20,-7
LAL,LAL @ UTA,12/27/2013,L,240,103,40,80,50,7,23,30.4,16,23,69.6,8,29,37,16,8,4,14,19,-2
LAL,LAL vs. MIA,12/25/2013,L,240,95,33,79,41.8,14,36,38.9,15,26,57.7,12,35,47,15,8,4,17,19,-6
LAL,LAL @ PHX,12/23/2013,L,240,90,30,81,37,6,20,30,24,37,64.9,8,31,39,12,5,3,11,19,-27
LAL,LAL @ GSW,12/21/2013,L,240,83,26,80,32.5,4,20,20,27,33,81.8,12,38,50,11,8,5,24,18,-19
LAL,LAL vs. MIN,12/20/2013,W,240,104,42,78,53.8,7,19,36.8,13,15,86.7,7,36,43,27,7,9,19,19,13
LAL,LAL @ MEM,12/17/2013,W,240,96,37,75,49.3,7,22,31.8,15,19,78.9,4,33,37,16,8,10,14,18,4
LAL,LAL @ ATL,12/16/2013,L,240,100,39,82,47.6,5,21,23.8,17,21,81,12,31,43,18,6,4,14,16,-14
LAL,LAL @ CHA,12/14/2013,W,240,88,30,77,39,7,20,35,21,23,91.3,8,32,40,19,4,8,15,11,3
LAL,LAL @ OKC,12/13/2013,L,240,97,36,87,41.4,7,25,28,18,31,58.1,15,26,41,26,7,4,19,17,-25
LAL,LAL vs. PHX,12/10/2013,L,240,108,39,80,48.8,5,19,26.3,25,32,78.1,7,26,33,22,7,3,11,20,-6
LAL,LAL vs. TOR,12/08/2013,L,240,94,34,79,43,9,28,32.1,17,20,85,8,32,40,22,7,3,19,23,-12
LAL,LAL @ SAC,12/06/2013,W,240,106,41,86,47.7,12,32,37.5,12,18,66.7,10,26,36,24,10,7,12,20,6
LAL,LAL vs. POR,12/01/2013,L,240,108,40,87,46,10,28,35.7,18,23,78.3,9,32,41,25,8,7,9,21,-6
LAL,LAL @ DET,11/29/2013,W,240,106,36,80,45,14,31,45.2,20,30,66.7,11,33,44,24,11,8,17,21,4
LAL,LAL @ BKN,11/27/2013,W,240,99,34,85,40,13,30,43.3,18,22,81.8,11,37,48,21,5,7,12,24,5
LAL,LAL @ WAS,11/26/2013,L,240,111,44,83,53,13,28,46.4,10,13,76.9,9,25,34,30,4,5,17,19,-5
LAL,LAL vs. SAC,11/24/2013,W,240,100,40,87,46,8,26,30.8,12,15,80,9,35,44,20,8,9,10,17,14
LAL,LAL vs. GSW,11/22/2013,W,240,102,39,82,47.6,11,24,45.8,13,17,76.5,7,29,36,21,10,4,14,22,7
LAL,LAL vs. DET,11/17/2013,W,240,114,47,90,52.2,10,25,40,10,10,100,8,30,38,33,11,5,13,20,15
LAL,LAL vs. MEM,11/15/2013,L,240,86,35,80,43.8,10,24,41.7,6,11,54.5,4,36,40,25,6,8,11,17,-3
LAL,LAL @ DEN,11/13/2013,L,240,99,37,94,39.4,8,21,38.1,17,26,65.4,19,32,51,20,4,9,15,27,-12
LAL,LAL vs. NOP,11/12/2013,W,240,116,44,79,55.7,11,20,55,17,21,81,9,44,53,33,7,4,19,31,21
LAL,LAL vs. MIN,11/10/2013,L,240,90,35,92,38,10,26,38.5,10,18,55.6,16,30,46,24,8,8,18,16,-23
LAL,LAL @ NOP,11/08/2013,L,240,85,31,80,38.8,6,19,31.6,17,26,65.4,12,36,48,19,2,4,14,18,-11
LAL,LAL @ HOU,11/07/2013,W,240,99,36,92,39.1,16,35,45.7,11,15,73.3,13,34,47,26,8,6,24,36,1
LAL,LAL @ DAL,11/05/2013,L,240,104,39,88,44.3,12,31,38.7,14,20,70,9,26,35,21,9,4,14,12,-19
LAL,LAL vs. ATL,11/03/2013,W,240,105,38,89,42.7,9,25,36,20,24,83.3,6,47,53,27,5,7,13,24,2
LAL,LAL vs. SAS,11/01/2013,L,240,85,30,82,36.6,8,27,29.6,17,24,70.8,8,38,46,22,4,7,12,19,-6
LAL,LAL @ GSW,10/30/2013,L,240,94,35,89,39.3,8,18,44.4,16,21,76.2,9,30,39,19,5,4,17,22,-31
LAL,LAL vs. LAC,10/29/2013,W,240,116,42,93,45.2,14,29,48.3,18,28,64.3,18,34,52,23,8,6,19,23,13
LAL,LAL vs. HOU,04/17/2013,W,265,99,33,90,36.7,10,32,31.3,23,34,67.6,17,40,57,27,6,6,13,17,4
LAL,LAL vs. SAS,04/14/2013,W,240,91,31,85,36.5,9,27,33.3,20,31,64.5,16,42,58,18,6,7,14,14,5
LAL,LAL vs. GSW,04/12/2013,W,240,118,34,66,51.5,12,25,48,38,50,76,3,33,36,22,2,2,12,17,2
LAL,LAL @ POR,04/10/2013,W,240,113,43,73,58.9,6,19,31.6,21,24,87.5,6,33,39,19,7,9,15,17,7
LAL,LAL vs. NOH,04/09/2013,W,240,104,40,79,50.6,7,25,28,17,22,77.3,9,33,42,26,9,8,16,16,8
LAL,LAL @ LAC,04/07/2013,L,240,95,33,76,43.4,7,24,29.2,22,30,73.3,10,26,36,25,6,5,11,14,-14
LAL,LAL vs. MEM,04/05/2013,W,240,86,34,74,45.9,5,20,25,13,18,72.2,8,35,43,22,5,2,18,17,2
LAL,LAL vs. DAL,04/02/2013,W,240,101,36,81,44.4,8,24,33.3,21,33,63.6,19,38,57,23,8,8,18,16,20
LAL,LAL @ SAC,03/30/2013,W,240,103,38,82,46.3,10,30,33.3,17,26,65.4,15,27,42,28,9,7,7,16,5
LAL,LAL @ MIL,03/28/2013,L,240,103,34,77,44.2,5,20,25,30,39,76.9,11,29,40,19,7,6,18,20,-10
LAL,LAL @ MIN,03/27/2013,W,240,120,44,82,53.7,10,22,45.5,22,38,57.9,12,32,44,27,10,9,21,25,3
LAL,LAL @ GSW,03/25/2013,L,240,103,36,91,39.6,6,26,23.1,25,36,69.4,15,36,51,17,6,2,9,15,-6
LAL,LAL vs. WAS,03/22/2013,L,240,100,39,81,48.1,11,23,47.8,11,17,64.7,9,39,48,27,5,3,17,15,-3
LAL,LAL @ PHX,03/18/2013,L,240,76,29,87,33.3,5,22,22.7,13,16,81.3,14,31,45,15,10,1,18,13,-23
LAL,LAL vs. SAC,03/17/2013,W,240,113,41,72,56.9,12,28,42.9,19,29,65.5,6,37,43,28,2,7,15,12,11
LAL,LAL @ IND,03/15/2013,W,240,99,33,78,42.3,13,26,50,20,30,66.7,7,41,48,27,9,8,15,17,6
LAL,LAL @ ATL,03/13/2013,L,240,92,36,92,39.1,8,29,27.6,12,16,75,12,33,45,17,6,1,8,21,-4
LAL,LAL @ ORL,03/12/2013,W,240,106,34,73,46.6,9,25,36,29,47,61.7,7,34,41,20,8,5,10,16,9
LAL,LAL vs. CHI,03/10/2013,W,240,90,39,86,45.3,5,26,19.2,7,14,50,19,31,50,21,5,9,13,16,9
LAL,LAL vs. TOR,03/08/2013,W,265,118,39,91,42.9,14,39,35.9,26,36,72.2,14,33,47,23,10,5,13,14,2
LAL,LAL @ NOH,03/06/2013,W,240,108,38,78,48.7,11,28,39.3,21,29,72.4,6,30,36,26,9,6,11,17,6
LAL,LAL @ OKC,03/05/2013,L,240,105,31,77,40.3,12,29,41.4,31,40,77.5,16,30,46,11,0,1,16,21,-17
LAL,LAL vs. ATL,03/03/2013,W,240,99,38,78,48.7,10,21,47.6,13,18,72.2,7,36,43,21,9,1,21,19,1
LAL,LAL vs. MIN,02/28/2013,W,240,116,44,83,53,16,32,50,12,21,57.1,13,36,49,30,7,6,16,20,22
LAL,LAL @ DEN,02/25/2013,L,240,108,43,78,55.1,8,19,42.1,14,31,45.2,8,28,36,21,6,5,15,17,-11
LAL,LAL @ DAL,02/24/2013,W,240,103,34,72,47.2,13,25,52,22,31,71,7,38,45,17,7,2,16,16,4
LAL,LAL vs. POR,02/22/2013,W,240,111,40,85,47.1,6,18,33.3,25,34,73.5,12,35,47,18,8,5,16,14,4
LAL,LAL vs. BOS,02/20/2013,W,240,113,42,83,50.6,7,22,31.8,22,31,71,14,35,49,24,5,3,12,21,14
LAL,LAL vs. LAC,02/14/2013,L,240,101,38,75,50.7,6,20,30,19,27,70.4,10,27,37,30,9,2,16,17,-24
LAL,LAL vs. PHX,02/12/2013,W,240,91,36,83,43.4,7,21,33.3,12,18,66.7,12,36,48,23,9,5,19,15,6
LAL,LAL @ MIA,02/10/2013,L,240,97,35,70,50,7,12,58.3,20,26,76.9,5,24,29,16,9,3,15,17,-10
LAL,LAL @ CHA,02/08/2013,W,240,100,36,80,45,8,26,30.8,20,25,80,6,40,46,23,6,10,13,17,7
LAL,LAL @ BOS,02/07/2013,L,240,95,36,87,41.4,5,23,21.7,18,30,60,13,30,43,16,2,3,13,19,-21
LAL,LAL @ BKN,02/05/2013,W,240,92,37,82,45.1,3,13,23.1,15,18,83.3,5,35,40,20,5,5,13,18,9
LAL,LAL @ DET,02/03/2013,W,240,98,39,83,47,6,20,30,14,22,63.6,7,34,41,24,9,3,14,15,1
LAL,LAL @ MIN,02/01/2013,W,240,111,39,92,42.4,12,32,37.5,21,25,84,17,40,57,27,6,6,13,14,11
LAL,LAL @ PHX,01/30/2013,L,240,86,33,78,42.3,8,27,29.6,12,19,63.2,11,35,46,19,7,4,20,16,-6
LAL,LAL vs. NOH,01/29/2013,W,240,111,39,79,49.4,12,33,36.4,21,33,63.6,9,41,50,34,7,4,15,17,5
LAL,LAL vs. OKC,01/27/2013,W,240,105,41,74,55.4,7,17,41.2,16,29,55.2,6,37,43,29,6,3,14,20,9
LAL,LAL vs. UTA,01/25/2013,W,240,102,43,80,53.8,9,21,42.9,7,13,53.8,12,33,45,26,7,3,18,14,18
LAL,LAL @ MEM,01/23/2013,L,240,93,31,73,42.5,7,17,41.2,24,32,75,7,27,34,15,5,8,15,13,-13
LAL,LAL @ CHI,01/21/2013,L,240,83,32,81,39.5,3,17,17.6,16,23,69.6,15,35,50,15,5,9,16,16,-12
LAL,LAL @ TOR,01/20/2013,L,240,103,38,88,43.2,9,27,33.3,18,21,85.7,12,25,37,20,7,4,13,15,-5
LAL,LAL vs. MIA,01/17/2013,L,240,90,31,72,43.1,10,22,45.5,18,28,64.3,8,34,42,22,3,1,20,23,-9
LAL,LAL vs. MIL,01/15/2013,W,240,104,42,84,50,10,29,34.5,10,18,55.6,8,38,46,30,5,7,10,20,16
LAL,LAL vs. CLE,01/13/2013,W,240,113,40,69,58,13,25,52,20,27,74.1,7,34,41,32,11,5,22,13,20
LAL,LAL vs. OKC,01/11/2013,L,240,101,39,98,39.8,6,28,21.4,17,22,77.3,16,30,46,23,7,5,12,19,-15
LAL,LAL @ SAS,01/09/2013,L,240,105,44,95,46.3,8,27,29.6,9,15,60,6,34,40,22,12,2,10,14,-3
LAL,LAL @ HOU,01/08/2013,L,240,112,43,91,47.3,14,31,45.2,12,13,92.3,9,28,37,25,10,5,16,21,-13
LAL,LAL vs. DEN,01/06/2013,L,240,105,38,82,46.3,10,30,33.3,19,27,70.4,13,35,48,30,4,11,18,20,-7
LAL,LAL @ LAC,01/04/2013,L,240,102,35,76,46.1,6,25,24,26,36,72.2,10,26,36,19,9,6,13,22,-5
LAL,LAL vs. PHI,01/01/2013,L,240,99,37,94,39.4,3,22,13.6,22,33,66.7,14,38,52,17,5,6,7,17,-4
LAL,LAL vs. POR,12/28/2012,W,240,104,40,86,46.5,7,24,29.2,17,28,60.7,16,36,52,29,4,7,11,15,17
LAL,LAL @ DEN,12/26/2012,L,240,114,41,83,49.4,11,29,37.9,21,30,70,11,27,38,29,2,8,15,23,-12
LAL,LAL vs. NYK,12/25/2012,W,240,100,37,77,48.1,5,21,23.8,21,31,67.7,8,34,42,22,4,4,12,17,6
LAL,LAL @ GSW,12/22/2012,W,265,118,49,107,45.8,9,27,33.3,11,14,78.6,15,34,49,33,9,3,20,20,3
LAL,LAL vs. CHA,12/18/2012,W,240,101,35,88,39.8,10,31,32.3,21,27,77.8,16,32,48,21,6,10,11,18,1
LAL,LAL @ PHI,12/16/2012,W,240,111,39,80,48.8,14,34,41.2,19,24,79.2,11,30,41,22,13,4,15,9,13
LAL,LAL @ WAS,12/14/2012,W,240,102,37,82,45.1,8,29,27.6,20,28,71.4,13,32,45,18,10,6,13,20,6
LAL,LAL @ NYK,12/13/2012,L,240,107,35,84,41.7,12,37,32.4,25,29,86.2,12,32,44,13,4,4,14,21,-9
LAL,LAL @ CLE,12/11/2012,L,240,94,31,75,41.3,7,27,25.9,25,40,62.5,15,39,54,11,7,3,19,22,-6
LAL,LAL vs. UTA,12/09/2012,L,240,110,40,85,47.1,15,28,53.6,15,18,83.3,17,22,39,29,5,7,14,21,-7
LAL,LAL @ OKC,12/07/2012,L,240,108,36,84,42.9,11,28,39.3,25,31,80.6,15,30,45,17,11,5,17,23,-6
LAL,LAL @ NOH,12/05/2012,W,240,103,37,80,46.3,13,28,46.4,16,22,72.7,9,37,46,24,11,8,9,16,16
LAL,LAL @ HOU,12/04/2012,L,240,105,38,83,45.8,7,21,33.3,22,34,64.7,15,38,53,16,7,11,19,25,-2
LAL,LAL vs. ORL,12/02/2012,L,240,103,36,86,41.9,6,17,35.3,25,39,64.1,12,34,46,20,5,2,11,16,-10
LAL,LAL vs. DEN,11/30/2012,W,240,122,47,87,54,17,33,51.5,11,17,64.7,15,31,46,33,11,6,15,22,19
LAL,LAL vs. IND,11/27/2012,L,240,77,24,76,31.6,6,28,21.4,23,43,53.5,15,41,56,13,10,5,21,25,-2
LAL,LAL @ DAL,11/24/2012,W,240,115,40,82,48.8,12,22,54.5,23,34,67.6,11,50,61,21,11,4,19,23,26
LAL,LAL @ MEM,11/23/2012,L,240,98,33,74,44.6,12,27,44.4,20,24,83.3,11,17,28,19,6,5,18,28,-8
LAL,LAL @ SAC,11/21/2012,L,240,97,29,65,44.6,12,26,46.2,27,39,69.2,6,27,33,16,6,4,20,22,-16
LAL,LAL vs. BKN,11/20/2012,W,240,95,35,73,47.9,6,21,28.6,19,37,51.4,8,35,43,23,5,5,11,18,5
LAL,LAL vs. HOU,11/18/2012,W,240,119,46,85,54.1,9,20,45,18,28,64.3,9,32,41,27,10,3,13,15,11
LAL,LAL vs. PHX,11/16/2012,W,240,114,42,89,47.2,8,21,38.1,22,28,78.6,17,31,48,25,7,9,12,15,12
LAL,LAL vs. SAS,11/13/2012,L,240,82,31,74,41.9,6,20,30,14,22,63.6,13,35,48,18,5,9,17,14,-2
LAL,LAL vs. SAC,11/11/2012,W,240,103,36,81,44.4,8,25,32,23,30,76.7,18,32,50,23,6,7,18,13,13
LAL,LAL vs. GSW,11/09/2012,W,240,101,36,90,40,8,28,28.6,21,28,75,16,42,58,22,9,6,16,14,24
LAL,LAL @ UTA,11/07/2012,L,240,86,25,74,33.8,4,23,17.4,32,46,69.6,15,33,48,11,10,3,19,14,-9
LAL,LAL vs. DET,11/04/2012,W,240,108,40,77,51.9,10,22,45.5,18,26,69.2,16,30,46,27,11,8,15,20,29
LAL,LAL vs. LAC,11/02/2012,L,240,95,34,68,50,7,16,43.8,20,28,71.4,7,31,38,15,7,7,20,23,-10
LAL,LAL @ POR,10/31/2012,L,240,106,36,72,50,8,18,44.4,26,32,81.3,15,30,45,21,6,2,25,29,-10
LAL,LAL vs. DAL,10/30/2012,L,240,91,38,77,49.4,3,13,23.1,12,31,38.7,15,31,46,24,6,5,14,21,-8
LAL,LAL @ SAC,04/26/2012,L,240,96,41,91,45.1,7,15,46.7,7,9,77.8,11,30,41,27,4,3,15,14,-17
LAL,LAL vs. OKC,04/22/2012,W,290,114,41,106,38.7,5,16,31.3,27,40,67.5,25,42,67,26,12,10,13,19,8
LAL,LAL @ SAS,04/20/2012,L,240,97,33,76,43.4,6,14,42.9,25,30,83.3,10,19,29,19,9,4,15,14,-24
LAL,LAL @ GSW,04/18/2012,W,240,99,37,79,46.8,4,16,25,21,28,75,11,44,55,34,7,6,14,10,12
LAL,LAL vs. SAS,04/17/2012,L,240,91,39,80,48.8,2,10,20,11,11,100,8,29,37,28,6,3,20,14,-21
LAL,LAL vs. DAL,04/15/2012,W,265,112,42,93,45.2,7,18,38.9,21,27,77.8,15,37,52,27,4,1,8,16,4
LAL,LAL vs. DEN,04/13/2012,W,240,103,38,75,50.7,7,15,46.7,20,29,69,14,31,45,25,9,7,23,12,6
LAL,LAL @ SAS,04/11/2012,W,240,98,40,89,44.9,11,23,47.8,7,12,58.3,16,44,60,23,4,4,12,10,14
LAL,LAL @ NOH,04/09/2012,W,240,93,34,73,46.6,5,10,50,20,26,76.9,12,34,46,20,2,6,13,11,2
LAL,LAL @ PHX,04/07/2012,L,240,105,47,97,48.5,1,9,11.1,10,18,55.6,20,34,54,22,2,2,13,19,-20
LAL,LAL vs. HOU,04/06/2012,L,240,107,36,84,42.9,3,11,27.3,32,36,88.9,13,35,48,23,6,5,15,20,-5
LAL,LAL @ LAC,04/04/2012,W,240,113,43,83,51.8,6,16,37.5,21,30,70,12,32,44,25,5,8,12,16,5
LAL,LAL vs. NJN,04/03/2012,W,240,91,39,81,48.1,7,22,31.8,6,6,100,11,39,50,27,4,1,16,16,4
LAL,LAL vs. GSW,04/01/2012,W,240,120,44,82,53.7,10,19,52.6,22,31,71,15,35,50,31,4,7,15,17,8
LAL,LAL vs. NOH,03/31/2012,W,240,88,32,77,41.6,7,22,31.8,17,22,77.3,12,35,47,28,5,5,15,11,3
LAL,LAL vs. OKC,03/29/2012,L,240,93,35,84,41.7,4,11,36.4,19,23,82.6,17,28,45,15,3,9,13,16,-9
LAL,LAL @ GSW,03/27/2012,W,240,104,36,86,41.9,5,20,25,27,34,79.4,17,35,52,23,3,5,13,13,3
LAL,LAL vs. MEM,03/25/2012,L,240,96,31,73,42.5,7,18,38.9,27,30,90,12,26,38,21,9,5,16,14,-6
LAL,LAL vs. POR,03/23/2012,W,240,103,40,85,47.1,6,19,31.6,17,26,65.4,17,36,53,33,6,5,15,14,7
LAL,LAL @ DAL,03/21/2012,W,240,109,45,77,58.4,9,18,50,10,13,76.9,9,37,46,25,4,5,14,12,16
LAL,LAL @ HOU,03/20/2012,L,240,104,42,83,50.6,6,16,37.5,14,16,87.5,9,22,31,18,7,5,15,17,-3
LAL,LAL vs. UTA,03/18/2012,L,240,99,33,73,45.2,2,13,15.4,31,40,77.5,7,38,45,24,6,6,24,20,-4
LAL,LAL vs. MIN,03/16/2012,W,240,97,33,80,41.3,10,22,45.5,21,27,77.8,11,36,47,21,7,12,13,17,5
LAL,LAL @ NOH,03/14/2012,W,265,107,37,82,45.1,5,19,26.3,28,35,80,11,33,44,24,12,3,19,16,6
LAL,LAL @ MEM,03/13/2012,W,290,116,41,83,49.4,6,20,30,28,34,82.4,6,45,51,24,4,5,18,12,5
LAL,LAL vs. BOS,03/11/2012,W,240,97,36,71,50.7,8,16,50,17,26,65.4,8,34,42,25,8,3,18,16,3
LAL,LAL @ MIN,03/09/2012,W,240,105,39,82,47.6,6,18,33.3,21,27,77.8,17,28,45,22,5,8,17,16,3
LAL,LAL @ WAS,03/07/2012,L,240,101,32,81,39.5,8,21,38.1,29,37,78.4,9,33,42,21,9,6,13,16,-5
LAL,LAL @ DET,03/06/2012,L,265,85,34,81,42,3,22,13.6,14,17,82.4,13,38,51,22,4,8,13,15,-3
LAL,LAL vs. MIA,03/04/2012,W,240,93,35,71,49.3,5,17,29.4,18,25,72,13,31,44,19,7,10,18,17,10
LAL,LAL vs. SAC,03/02/2012,W,240,115,44,82,53.7,6,17,35.3,21,26,80.8,8,40,48,25,2,7,13,13,8
LAL,LAL vs. MIN,02/29/2012,W,240,104,41,84,48.8,5,21,23.8,17,22,77.3,9,39,48,30,7,8,13,19,19
LAL,LAL @ OKC,02/23/2012,L,240,85,30,78,38.5,4,13,30.8,21,23,91.3,8,33,41,16,5,2,13,18,-15
LAL,LAL @ DAL,02/22/2012,W,240,96,35,76,46.1,8,20,40,18,31,58.1,17,32,49,21,8,4,17,17,5
LAL,LAL vs. POR,02/20/2012,W,240,103,38,83,45.8,8,19,42.1,19,22,86.4,14,37,51,23,11,3,15,18,11
LAL,LAL @ PHX,02/19/2012,L,240,90,35,78,44.9,3,18,16.7,17,25,68,9,36,45,21,7,5,18,22,-12
LAL,LAL vs. PHX,02/17/2012,W,240,111,44,83,53,5,11,45.5,18,24,75,9,43,52,26,12,4,20,11,12
LAL,LAL vs. ATL,02/14/2012,W,240,86,37,84,44,8,17,47.1,4,9,44.4,14,38,52,20,4,7,17,13,8
